,price,carat,cut,color,clarity,depth,table,volume,L/W_ratio,V/W_Ratio,color_num,clarity_num,cut_num,carat_range,table_range,color_range
4944,698,0.31,Ideal,H,VS1,62.6,55.0,82.5,0.9,266.13,5,4,1,2,5,N-CL
4945,1731,0.53,Ideal,H,VS1,61.9,55.0,140.61,0.6,265.3,5,4,1,4,5,N-CL
4946,911,0.3,Ideal,E,VS1,61.7,57.0,78.95,0.7,263.17,2,4,1,1,7,CL
4947,6512,1.11,Ideal,F,SI1,61.1,57.0,298.52,0.3,268.94,3,6,1,7,7,CL
4948,1337,0.5,Ideal,E,SI1,61.9,60.0,131.09,0.6,262.18,2,6,1,3,10,CL
4949,4081,0.91,Very Good,F,SI2,60.6,56.0,248.86,0.5,273.47,3,7,3,6,6,CL
4950,7758,1.52,Premium,J,VS2,62.0,59.0,389.01,0.4,255.93,7,5,2,9,9,N-CL
4951,15922,1.52,Ideal,D,VS2,62.1,58.0,403.03,0.5,265.15,1,5,1,9,8,CL
4952,4585,1.02,Ideal,E,SI2,62.7,57.0,263.36,1.4,258.2,2,7,1,7,7,CL
4953,4283,1.1,Very Good,J,SI2,61.8,58.0,290.12,0.5,263.75,7,7,3,7,8,N-CL
4954,2908,0.73,Ideal,I,VS1,61.5,55.0,197.81,0.7,270.97,6,4,1,5,5,N-CL
4955,2319,0.7,Ideal,F,SI1,61.6,56.0,184.21,1.0,263.16,3,6,1,4,6,CL
4956,919,0.43,Premium,H,SI1,60.2,57.0,118.85,0.4,276.4,5,6,2,3,7,N-CL
4957,1378,0.54,Ideal,H,VS2,62.0,54.0,144.97,1.0,268.46,5,5,1,4,4,N-CL
4958,4290,1.12,Ideal,H,SI1,62.7,56.0,290.99,0.8,259.81,5,6,1,7,6,N-CL
4959,1122,0.31,Premium,F,IF,61.6,58.0,81.93,0.9,264.29,3,1,2,2,8,CL
4960,3597,1.01,Fair,F,SI2,66.7,64.0,224.74,1.5,222.51,3,7,5,7,14,CL
4961,2426,0.52,Ideal,D,VVS2,60.4,57.0,146.36,0.6,281.46,1,3,1,4,7,CL
4962,480,0.25,Very Good,F,VS1,60.7,57.0,67.92,0.7,271.68,3,4,3,1,7,CL
4963,3105,0.72,Premium,F,VVS2,61.6,59.0,189.11,1.0,262.65,3,3,2,5,9,CL
4964,1844,0.59,Ideal,G,VS2,61.9,56.0,159.51,0.9,270.36,4,5,1,4,6,N-CL
4965,3890,0.9,Very Good,H,VS2,60.8,58.0,239.09,0.6,265.66,5,5,3,5,8,N-CL
4966,3353,0.81,Ideal,D,SI1,61.9,57.0,214.2,0.7,264.44,1,6,1,5,7,CL
4967,974,0.34,Ideal,G,IF,60.7,57.0,93.37,0.9,274.62,4,1,1,2,7,N-CL
4968,640,0.38,Ideal,F,SI1,61.8,55.0,102.5,0.6,269.74,3,6,1,2,5,CL
4969,1151,0.57,Very Good,I,SI1,61.1,61.0,153.99,0.6,270.16,6,6,3,4,11,N-CL
4970,9092,1.05,Ideal,F,VVS2,62.1,54.0,279.72,0.5,266.4,3,3,1,7,4,CL
4971,1257,0.64,Ideal,I,SI2,61.2,55.0,173.73,1.1,271.45,6,7,1,4,5,N-CL
4972,6366,1.02,Very Good,E,VS2,60.6,61.0,269.58,0.5,264.29,2,5,3,7,11,CL
4973,2084,0.51,Very Good,G,IF,59.3,57.0,148.03,1.1,290.25,4,1,3,4,7,N-CL
4974,5154,1.27,Ideal,I,SI2,62.1,56.0,335.22,0.6,263.95,6,7,1,8,6,N-CL
4975,794,0.38,Ideal,H,VVS2,61.6,56.0,104.04,1.1,273.79,5,3,1,2,6,N-CL
4976,612,0.31,Premium,H,VVS1,61.8,59.0,82.12,0.9,264.9,5,2,2,2,9,N-CL
4977,6007,1.27,Very Good,I,VS2,62.6,59.0,331.36,1.3,260.91,6,5,3,8,9,N-CL
4978,3291,0.77,Premium,D,VS2,61.8,58.0,197.14,0.5,256.03,1,5,2,5,8,CL
4979,16599,1.59,Ideal,G,VVS1,59.9,56.0,441.86,0.9,277.9,4,2,1,9,6,N-CL
4980,907,0.31,Ideal,G,VVS2,61.9,55.0,81.75,0.7,263.71,4,3,1,2,5,N-CL
4981,593,0.31,Premium,G,SI1,62.6,58.0,79.87,1.2,257.65,4,6,2,2,8,N-CL
4982,3537,0.78,Ideal,F,VS1,61.6,56.0,206.77,0.3,265.09,3,4,1,5,6,CL
4983,8640,1.07,Ideal,F,VS2,61.7,57.0,278.87,0.3,260.63,3,5,1,7,7,CL
4984,12030,1.02,Ideal,E,IF,62.2,56.0,262.14,0.9,257.0,2,1,1,7,6,CL
4985,5410,1.13,Premium,H,SI1,62.1,58.0,297.18,0.6,262.99,5,6,2,7,8,N-CL
4986,554,0.3,Very Good,H,SI1,63.1,56.0,78.22,0.5,260.73,5,6,3,1,6,N-CL
4987,2935,1.17,Fair,I,I1,65.4,62.0,288.34,1.6,246.44,6,8,5,7,12,N-CL
4988,1567,0.51,Premium,E,VS2,61.6,58.0,137.39,0.6,269.39,2,5,2,4,8,CL
4989,1056,0.39,Very Good,D,VVS2,61.4,59.0,104.93,0.9,269.05,1,3,3,2,9,CL
4990,1551,0.55,Ideal,E,SI1,61.7,56.0,146.64,1.0,266.62,2,6,1,4,6,CL
4991,1170,0.39,Ideal,G,VVS1,62.3,57.0,101.19,1.3,259.46,4,2,1,2,7,N-CL
4992,886,0.53,Premium,F,I1,61.3,58.0,140.07,0.8,264.28,3,8,2,4,8,CL
4993,424,0.31,Ideal,J,VS1,61.2,55.0,84.22,0.5,271.68,7,4,1,2,5,N-CL
4994,737,0.3,Premium,F,VVS2,61.1,59.0,80.06,0.7,266.87,3,3,2,1,9,CL
4995,4652,1.14,Very Good,F,SI2,62.9,59.0,291.87,0.3,256.03,3,7,3,7,9,CL
4996,4382,0.9,Good,G,VVS1,64.0,55.0,219.25,0.5,243.61,4,2,4,5,5,N-CL
4997,912,0.33,Very Good,F,VVS1,61.1,58.0,87.92,0.9,266.42,3,2,3,2,8,CL
4998,15105,2.01,Premium,G,SI1,61.8,59.0,533.4,0.7,265.37,4,6,2,11,9,N-CL
4999,734,0.31,Ideal,D,VS2,62.1,54.0,82.5,0.5,266.13,1,5,1,2,4,CL
5000,2232,0.72,Ideal,F,SI2,62.4,55.0,189.78,0.7,263.58,3,7,1,5,5,CL
5001,4258,1.0,Good,E,SI2,61.5,61.0,262.54,1.3,262.54,2,7,4,6,11,CL
5002,8621,1.01,Very Good,G,IF,62.8,57.0,263.37,0.5,260.76,4,1,3,7,7,N-CL
5003,854,0.33,Premium,F,VS2,62.4,58.0,84.22,0.9,255.21,3,5,2,2,8,CL
5004,465,0.23,Very Good,F,VVS1,60.1,57.0,64.64,0.5,281.04,3,2,3,1,7,CL
5005,2762,0.7,Fair,F,VS2,65.3,55.0,175.3,0.9,250.43,3,5,5,4,5,CL
5006,858,0.29,Ideal,E,VVS1,62.7,55.0,74.44,0.5,256.69,2,2,1,1,5,CL
5007,14071,1.5,Premium,F,VS2,61.1,58.0,397.06,0.4,264.71,3,5,2,8,8,CL
5008,477,0.34,Very Good,E,SI2,62.5,59.0,88.12,0.7,259.18,2,7,3,2,9,CL
5009,1240,0.49,Premium,G,VS2,59.8,59.0,136.33,0.4,278.22,4,5,2,3,9,N-CL
5010,614,0.32,Ideal,H,VVS2,62.3,57.0,82.88,0.7,259.0,5,3,1,2,7,N-CL
5011,12390,1.11,Ideal,D,VVS2,62.3,56.0,290.55,0.8,261.76,1,3,1,7,6,CL
5012,2427,0.71,Ideal,F,SI1,61.4,55.0,194.77,1.2,274.32,3,6,1,5,5,CL
5013,918,0.3,Ideal,E,VVS1,61.1,56.0,83.64,0.5,278.8,2,2,1,1,6,CL
5014,1698,0.56,Ideal,I,VVS1,62.0,56.0,146.36,0.6,261.36,6,2,1,4,6,N-CL
5015,4586,1.03,Ideal,F,SI2,60.5,58.0,275.89,0.9,267.85,3,7,1,7,8,CL
5016,14603,1.95,Very Good,H,SI1,62.9,58.0,495.52,1.0,254.11,5,6,3,10,8,N-CL
5017,734,0.31,Ideal,D,VS2,62.1,56.0,82.12,0.2,264.9,1,5,1,2,6,CL
5018,2052,0.5,Ideal,F,VVS2,61.6,56.0,132.65,0.6,265.3,3,3,1,3,6,CL
5019,5029,1.03,Very Good,E,SI1,62.6,58.0,270.41,1.1,262.53,2,6,3,7,8,CL
5020,3620,0.93,Premium,F,SI2,59.5,60.0,258.47,0.5,277.92,3,7,2,6,10,CL
5021,12587,1.5,Premium,E,VS2,59.4,62.0,409.6,1.1,273.07,2,5,2,8,12,CL
5022,4160,1.03,Premium,G,SI2,59.3,58.0,289.24,0.8,280.82,4,7,2,7,8,N-CL
5023,18211,1.73,Very Good,G,VVS2,62.6,55.0,461.27,1.3,266.63,4,3,3,10,5,N-CL
5024,1026,0.3,Very Good,E,IF,60.1,60.0,80.25,0.5,267.5,2,1,3,1,10,CL
5025,2201,0.74,Premium,H,SI1,60.9,60.0,192.09,1.0,259.58,5,6,2,5,10,N-CL
5026,15821,1.51,Ideal,D,VS2,62.1,58.0,394.37,0.3,261.17,1,5,1,9,8,CL
5027,2041,0.51,Very Good,F,VVS2,60.8,56.0,139.8,0.6,274.12,3,3,3,4,6,CL
5028,1752,0.51,Very Good,G,VS1,62.4,60.0,130.32,0.6,255.53,4,4,3,4,10,N-CL
5029,462,0.31,Ideal,D,SI2,62.0,56.0,81.93,0.5,264.29,1,7,1,2,6,CL
5030,556,0.34,Good,E,SI1,63.3,57.0,88.72,0.7,260.94,2,6,4,2,7,CL
5031,1915,0.56,Ideal,E,VS2,61.7,54.0,149.15,1.3,266.34,2,5,1,4,4,CL
5032,666,0.33,Good,F,VS2,63.2,56.0,85.38,0.5,258.73,3,5,4,2,6,CL
5033,3485,0.98,Premium,F,SI2,62.3,56.0,259.68,1.4,264.98,3,7,2,6,6,CL
5034,949,0.38,Ideal,G,VVS1,61.2,54.0,104.49,0.6,274.97,4,2,1,2,4,N-CL
5035,2506,0.44,Ideal,G,IF,61.6,55.0,119.09,0.6,270.66,4,1,1,3,5,N-CL
5036,6128,1.06,Ideal,G,VS2,61.8,57.0,280.58,0.6,264.7,4,5,1,7,7,N-CL
5037,882,0.4,Very Good,E,SI1,63.2,58.0,102.06,0.9,255.15,2,6,3,2,8,CL
5038,1654,0.53,Premium,E,SI1,62.2,56.0,138.99,1.1,262.25,2,6,2,4,6,CL
5039,1192,0.41,Premium,F,VVS2,60.6,58.0,111.05,1.0,270.85,3,3,2,3,8,CL
5040,1603,0.5,Very Good,G,VS1,61.9,59.0,130.58,0.4,261.16,4,4,3,3,9,N-CL
5041,3730,1.11,Very Good,J,VS2,63.2,59.0,273.34,1.4,246.25,7,5,3,7,9,N-CL
5042,491,0.32,Ideal,F,SI1,61.3,55.0,88.72,0.7,277.25,3,6,1,2,5,CL
5043,491,0.3,Ideal,H,VS2,61.8,58.0,78.04,0.5,260.13,5,5,1,1,8,N-CL
5044,589,0.32,Ideal,D,SI1,61.3,55.0,85.76,0.7,268.0,1,6,1,2,5,CL
5045,5254,1.0,Good,H,VS2,60.9,61.0,262.96,0.6,262.96,5,5,4,6,11,N-CL
5046,4072,1.01,Fair,G,VS2,65.7,54.0,249.25,0.6,246.78,4,5,5,7,4,N-CL
5047,4452,1.06,Ideal,H,SI2,59.4,57.0,293.19,0.6,276.59,5,7,1,7,7,N-CL
5048,709,0.3,Ideal,I,VVS1,61.3,57.0,80.62,0.7,268.73,6,2,1,1,7,N-CL
5049,17052,1.71,Very Good,F,VS2,58.5,61.0,478.19,1.1,279.64,3,5,3,10,11,CL
5050,4373,1.12,Premium,I,SI1,61.1,59.0,298.08,0.5,266.14,6,6,2,7,9,N-CL
5051,11576,1.75,Ideal,G,SI2,61.6,54.8,467.88,0.6,267.36,4,7,1,10,5,N-CL
5052,2869,0.62,Ideal,G,IF,61.8,56.0,162.47,0.7,262.05,4,1,1,4,6,N-CL
5053,12989,1.16,Ideal,D,VVS2,62.0,55.0,301.66,0.6,260.05,1,3,1,7,5,CL
5054,4963,1.2,Very Good,J,VS2,62.6,57.0,310.73,1.2,258.94,7,5,3,7,7,N-CL
5055,4551,1.0,Ideal,G,SI2,62.0,53.0,267.09,0.5,267.09,4,7,1,6,3,N-CL
5056,2854,0.91,Good,J,VS2,64.2,58.0,226.98,0.5,249.43,7,5,4,6,8,N-CL
5057,5142,1.06,Premium,F,SI1,62.1,58.0,276.32,0.3,260.68,3,6,2,7,8,CL
5058,1372,0.46,Premium,E,VS1,61.7,59.0,121.29,0.6,263.67,2,4,2,3,9,CL
5059,15303,1.51,Premium,G,VVS2,60.9,58.0,404.13,0.5,267.64,4,3,2,9,8,N-CL
5060,1777,0.6,Very Good,D,SI1,60.3,58.0,165.16,1.3,275.27,1,6,3,4,8,CL
5061,2343,0.71,Premium,F,SI2,62.0,59.0,181.32,0.5,255.38,3,7,2,5,9,CL
5062,5192,1.05,Ideal,G,SI1,61.8,56.0,278.02,0.6,264.78,4,6,1,7,6,N-CL
5063,2210,0.5,Ideal,F,VVS2,61.3,59.0,131.35,1.0,262.7,3,3,1,3,9,CL
5064,4155,1.06,Premium,F,SI1,61.9,59.0,279.29,0.8,263.48,3,6,2,7,9,CL
5065,811,0.37,Ideal,F,VS1,61.1,57.0,99.68,0.9,269.41,3,4,1,2,7,CL
5066,745,0.34,Ideal,E,VS2,62.5,55.0,90.32,0.9,265.65,2,5,1,2,5,CL
5067,863,0.41,Very Good,I,VVS1,59.8,61.0,112.21,1.0,273.68,6,2,3,3,11,N-CL
5068,629,0.38,Ideal,J,VVS2,62.0,55.0,102.72,0.4,270.32,7,3,1,2,5,N-CL
5069,394,0.3,Premium,J,VS1,62.6,60.0,77.3,1.4,257.67,7,4,2,1,10,N-CL
5070,1080,0.32,Premium,H,IF,61.2,58.0,83.84,0.5,262.0,5,1,2,2,8,N-CL
5071,727,0.34,Premium,F,SI1,59.4,62.0,94.61,1.1,278.26,3,6,2,2,12,CL
5072,2984,0.9,Very Good,J,VS2,63.1,57.0,224.75,1.0,249.72,7,5,3,5,7,N-CL
5073,2263,0.7,Very Good,E,SI2,59.8,58.0,195.75,2.3,279.64,2,7,3,4,8,CL
5074,449,0.32,Ideal,G,SI1,61.8,55.0,86.35,0.7,269.84,4,6,1,2,5,N-CL
5075,1974,0.7,Ideal,J,VS2,61.9,57.0,182.92,0.7,261.31,7,5,1,4,7,N-CL
5076,605,0.3,Ideal,H,VVS2,62.2,57.0,78.4,0.7,261.33,5,3,1,1,7,N-CL
5077,1849,0.52,Fair,G,IF,65.5,55.0,127.51,1.6,245.21,4,1,5,4,5,N-CL
5078,12283,1.52,Good,F,VS2,57.8,59.0,426.38,1.1,280.51,3,5,4,9,9,CL
5079,3239,0.7,Premium,D,VS1,60.6,58.0,189.45,0.3,270.64,1,4,2,4,8,CL
5080,1656,0.51,Ideal,E,VS2,61.9,55.0,137.12,0.8,268.86,2,5,1,4,5,CL
5081,2511,0.72,Ideal,I,VS2,62.2,56.0,188.13,1.1,261.29,6,5,1,5,6,N-CL
5082,1786,0.53,Ideal,E,VS2,60.9,56.0,146.92,0.2,277.21,2,5,1,4,6,CL
5083,419,0.24,Very Good,F,VS2,59.6,58.0,68.92,0.7,287.17,3,5,3,1,8,CL
5084,3801,1.01,Premium,E,SI2,59.5,60.0,281.0,0.9,278.22,2,7,2,7,10,CL
5085,1014,0.34,Ideal,G,IF,61.6,56.0,91.12,0.7,268.0,4,1,1,2,6,N-CL
5086,2093,0.72,Very Good,J,VVS1,61.4,61.0,189.77,1.2,263.57,7,2,3,5,11,N-CL
5087,1076,0.41,Ideal,D,VS2,62.4,55.0,108.53,0.6,264.71,1,5,1,3,5,CL
5088,1573,0.52,Ideal,H,VS2,61.8,56.0,138.19,0.6,265.75,5,5,1,4,6,N-CL
5089,10688,1.51,Premium,G,SI1,62.2,58.0,384.77,0.5,254.81,4,6,2,9,8,N-CL
5090,4116,1.05,Premium,H,SI2,61.4,58.0,281.44,0.6,268.04,5,7,2,7,8,N-CL
5091,2886,0.73,Ideal,E,SI1,61.4,56.0,195.45,0.3,267.74,2,6,1,5,6,CL
5092,707,0.31,Good,G,VVS2,63.8,56.0,77.67,0.9,250.55,4,3,4,2,6,N-CL
5093,2401,0.58,Ideal,F,VS2,61.8,57.0,154.28,0.7,266.0,3,5,1,4,7,CL
5094,558,0.31,Premium,E,SI2,61.2,61.0,83.07,0.2,267.97,2,7,2,2,11,CL
5095,6659,1.03,Premium,G,VS1,62.2,57.0,266.67,0.8,258.9,4,4,2,7,7,N-CL
5096,683,0.41,Very Good,D,SI2,62.7,58.0,108.53,0.6,264.71,1,7,3,3,8,CL
5097,3122,0.92,Good,I,SI1,57.4,65.0,269.58,0.9,293.02,6,6,4,6,15,N-CL
5098,3644,0.9,Very Good,I,VS1,62.2,58.0,234.12,0.8,260.13,6,4,3,5,8,N-CL
5099,2856,0.77,Premium,F,SI1,61.0,58.0,206.77,0.7,268.53,3,6,2,5,8,CL
5100,4435,1.01,Very Good,G,SI2,59.3,61.0,278.87,0.6,276.11,4,7,3,7,11,N-CL
5101,2655,0.81,Very Good,I,VS1,63.2,59.0,201.22,1.0,248.42,6,4,3,5,9,N-CL
5102,601,0.3,Ideal,F,VS2,62.1,53.6,79.51,0.7,265.03,3,5,1,1,4,CL
5103,2080,0.67,Very Good,G,VS2,60.4,61.0,178.45,0.5,266.34,4,5,3,4,11,N-CL
5104,4202,1.11,Very Good,I,SI2,61.1,58.0,296.73,0.9,267.32,6,7,3,7,8,N-CL
5105,6239,1.01,Ideal,G,VS2,61.6,56.0,268.33,0.5,265.67,4,5,1,7,6,N-CL
5106,552,0.24,Very Good,E,VVS1,62.5,59.0,63.68,1.3,265.33,2,2,3,1,9,CL
5107,1140,0.38,Ideal,D,VS1,62.2,57.0,99.9,0.6,262.89,1,4,1,2,7,CL
5108,2952,0.7,Very Good,E,VS2,63.4,59.0,181.0,0.7,258.57,2,5,3,4,9,CL
5109,1308,0.51,Good,F,SI1,63.6,58.0,130.32,0.6,255.53,3,6,4,4,8,CL
5110,4861,1.0,Premium,H,VS2,59.7,58.0,279.29,0.8,279.29,5,5,2,6,8,N-CL
5111,680,0.31,Very Good,E,VS2,61.8,59.0,82.12,1.6,264.9,2,5,3,2,9,CL
5112,3115,0.86,Very Good,H,SI1,63.8,56.0,220.35,0.5,256.22,5,6,3,5,6,N-CL
5113,1213,0.42,Ideal,H,IF,61.0,56.0,110.59,0.6,263.31,5,1,1,3,6,N-CL
5114,1929,0.56,Ideal,D,VS2,62.2,56.0,146.08,0.4,260.86,1,5,1,4,6,CL
5115,2674,0.71,Premium,E,SI1,60.3,60.0,190.11,0.5,267.76,2,6,2,5,10,CL
5116,10504,1.21,Ideal,F,VS1,61.8,56.0,321.89,0.3,266.02,3,4,1,8,6,CL
5117,2012,0.52,Ideal,G,VVS2,61.9,55.0,136.33,0.4,262.17,4,3,1,4,5,N-CL
5118,890,0.4,Ideal,D,VS2,62.1,53.0,109.9,0.6,274.75,1,5,1,2,3,CL
5119,6798,1.5,Good,H,SI2,59.8,61.0,414.58,1.4,276.39,5,7,4,8,11,N-CL
5120,5095,1.05,Ideal,H,SI1,61.4,57.0,277.59,0.8,264.37,5,6,1,7,7,N-CL
5121,1235,0.42,Premium,G,VVS1,59.8,58.0,114.79,0.6,273.31,4,2,2,3,8,N-CL
5122,429,0.31,Ideal,J,VS1,61.9,54.7,82.5,0.5,266.13,7,4,1,2,5,N-CL
5123,17240,1.54,Ideal,F,VS2,61.8,56.0,401.95,0.4,261.01,3,5,1,9,6,CL
5124,1240,0.4,Ideal,I,VVS2,61.4,56.0,109.21,0.6,273.02,6,3,1,2,6,N-CL
5125,10147,1.01,Premium,D,VVS2,60.2,58.0,278.44,0.9,275.68,1,3,2,7,8,CL
5126,658,0.3,Premium,E,VS2,60.7,59.0,80.62,0.7,268.73,2,5,2,1,9,CL
5127,1015,0.41,Ideal,D,SI1,61.4,56.0,109.21,0.6,266.37,1,6,1,3,6,CL
5128,2921,0.9,Fair,I,VS2,64.1,66.0,215.99,1.0,239.99,6,5,5,5,16,N-CL
5129,1294,0.44,Ideal,D,VS1,61.1,56.0,119.34,0.8,271.23,1,4,1,3,6,CL
5130,1415,0.5,Very Good,E,SI1,63.3,58.0,125.25,0.8,250.5,2,6,3,3,8,CL
5131,843,0.4,Ideal,F,VS2,62.6,54.0,108.07,1.1,270.17,3,5,1,2,4,CL
5132,772,0.4,Premium,D,SI1,61.6,58.0,104.93,0.9,262.32,1,6,2,2,8,CL
5133,990,0.4,Premium,D,SI1,61.3,60.0,105.37,0.8,263.42,1,6,2,2,10,CL
5134,1028,0.31,Ideal,F,VVS1,61.9,55.0,84.41,1.1,272.29,3,2,1,2,5,CL
5135,1381,0.41,Ideal,E,VVS2,61.1,57.0,109.67,1.0,267.49,2,3,1,3,7,CL
5136,1934,0.62,Ideal,D,SI1,61.6,55.0,166.68,0.4,268.84,1,6,1,4,5,CL
5137,1111,0.4,Ideal,D,VVS2,62.8,56.0,104.26,0.9,260.65,1,3,1,2,6,CL
5138,4816,1.0,Premium,H,SI1,58.3,60.0,269.58,0.9,269.58,5,6,2,6,10,N-CL
5139,13029,1.22,Ideal,F,VVS1,61.2,57.0,329.46,0.6,270.05,3,2,1,8,7,CL
5140,5208,1.24,Premium,I,SI1,62.9,60.0,308.91,0.9,249.12,6,6,2,8,10,N-CL
5141,3839,1.02,Good,D,SI2,57.5,62.0,289.24,0.3,283.57,1,7,4,7,12,CL
5142,1331,0.5,Very Good,E,SI1,60.9,58.0,134.74,0.8,269.48,2,6,3,3,8,CL
5143,2610,0.71,Ideal,D,SI2,61.3,57.0,190.76,1.2,268.68,1,7,1,5,7,CL
5144,550,0.32,Very Good,D,SI1,62.9,56.0,84.8,0.5,265.0,1,6,3,2,6,CL
5145,4781,1.0,Very Good,E,SI2,62.9,60.0,254.03,0.8,254.03,2,7,3,6,10,CL
5146,6169,1.02,Premium,G,VS2,59.8,58.0,281.44,0.6,275.92,4,5,2,7,8,N-CL
5147,552,0.24,Very Good,E,VVS1,63.7,57.0,60.54,0.3,252.25,2,2,3,1,7,CL
5148,8770,1.51,Premium,J,VVS2,62.6,59.0,392.76,0.3,260.11,7,3,2,9,9,N-CL
5149,2617,0.58,Ideal,D,VVS2,62.1,57.0,155.13,1.5,267.47,1,3,1,4,7,CL
5150,756,0.42,Very Good,D,SI1,63.0,57.0,110.36,0.8,262.76,1,6,3,3,7,CL
5151,1680,0.57,Good,F,VS2,60.0,61.0,158.04,1.3,277.26,3,5,4,4,11,CL
5152,10662,1.7,Premium,I,VS2,62.7,58.0,428.09,0.7,251.82,6,5,2,9,8,N-CL
5153,1087,0.42,Premium,H,VS1,61.7,59.0,109.44,1.4,260.57,5,4,2,3,9,N-CL
5154,814,0.32,Ideal,H,IF,61.8,55.0,87.53,0.7,273.53,5,1,1,2,5,N-CL
5155,993,0.38,Ideal,G,VVS1,61.7,55.0,103.16,0.6,271.47,4,2,1,2,5,N-CL
5156,3446,0.7,Ideal,E,VS1,61.0,56.0,189.77,1.2,271.1,2,4,1,4,6,CL
5157,367,0.2,Premium,D,VS2,61.7,60.0,52.17,1.3,260.85,1,5,2,1,10,CL
5158,2656,0.7,Ideal,E,SI1,61.4,57.0,188.79,0.7,269.7,2,6,1,4,7,CL
5159,746,0.38,Ideal,I,SI1,62.3,56.0,97.12,1.1,255.58,6,6,1,2,6,N-CL
5160,1757,0.51,Ideal,G,VS1,61.8,60.0,133.17,0.8,261.12,4,4,1,4,10,N-CL
5161,3189,0.71,Ideal,H,VS2,61.9,55.0,191.1,0.5,269.15,5,5,1,5,5,N-CL
5162,720,0.32,Ideal,H,VS1,62.8,55.0,83.45,1.4,260.78,5,4,1,2,5,N-CL
5163,4588,1.01,Ideal,G,SI1,61.8,57.0,267.5,0.8,264.85,4,6,1,7,7,N-CL
5164,456,0.26,Ideal,F,VS2,62.3,56.0,69.6,0.5,267.69,3,5,1,1,6,CL
5165,2519,0.77,Premium,E,SI2,60.8,58.0,213.13,0.3,276.79,2,7,2,5,8,CL
5166,391,0.31,Ideal,G,SI2,62.0,55.0,82.88,0.7,267.35,4,7,1,2,5,N-CL
5167,705,0.41,Very Good,E,SI1,62.8,58.0,107.39,1.1,261.93,2,6,3,3,8,CL
5168,862,0.3,Very Good,E,VVS1,60.5,57.0,84.22,0.5,280.73,2,2,3,1,7,CL
5169,789,0.3,Ideal,G,VVS1,62.6,54.0,77.85,0.7,259.5,4,2,1,1,4,N-CL
5170,3084,0.9,Premium,E,SI2,59.5,61.0,245.31,1.0,272.57,2,7,2,5,11,CL
5171,720,0.32,Premium,H,VS1,62.8,58.0,82.69,0.5,258.41,5,4,2,2,8,N-CL
5172,1008,0.32,Ideal,F,VVS2,62.1,54.0,86.35,0.7,269.84,3,3,1,2,4,CL
5173,3191,0.7,Ideal,G,VVS2,60.6,56.0,192.73,2.3,275.33,4,3,1,4,6,N-CL
5174,734,0.31,Ideal,E,VS1,61.8,56.0,81.56,0.2,263.1,2,4,1,2,6,CL
5175,8905,1.01,Premium,F,VVS2,59.9,58.0,275.47,0.8,272.74,3,3,2,7,8,CL
5176,2633,0.7,Premium,G,VS2,61.6,58.0,186.82,0.7,266.89,4,5,2,4,8,N-CL
5177,9828,1.5,Premium,I,VS1,61.6,59.0,385.82,0.8,257.21,6,4,2,8,9,N-CL
5178,1881,0.71,Good,J,VS1,63.3,55.0,180.04,0.7,253.58,7,4,4,5,5,N-CL
5179,6597,1.02,Very Good,D,VS2,62.3,57.0,268.33,0.9,263.07,1,5,3,7,7,CL
5180,1902,0.51,Ideal,G,VVS2,61.3,56.0,138.99,0.6,272.53,4,3,1,4,6,N-CL
5181,10685,1.51,Premium,H,VS2,60.7,58.0,407.96,0.7,270.17,5,5,2,9,8,N-CL
5182,11088,1.51,Very Good,I,VVS1,63.0,59.0,385.82,0.8,255.51,6,2,3,9,9,N-CL
5183,2581,0.55,Ideal,F,VVS2,62.3,54.0,146.92,0.4,267.13,3,3,1,4,4,CL
5184,5809,1.24,Good,E,SI2,58.5,57.0,354.38,1.0,285.79,2,7,4,8,7,CL
5185,658,0.3,Ideal,E,VS2,61.8,57.0,80.99,0.9,269.97,2,5,1,1,7,CL
5186,7163,1.0,Very Good,G,VVS2,60.3,62.0,266.67,0.6,266.67,4,3,3,6,12,N-CL
5187,1607,0.53,Ideal,G,VS2,61.8,56.0,139.8,0.6,263.77,4,5,1,4,6,N-CL
5188,7740,1.02,Very Good,F,VS1,61.3,58.0,274.62,0.9,269.24,3,4,3,7,8,CL
5189,863,0.41,Ideal,F,VS2,60.0,56.0,114.79,1.2,279.98,3,5,1,3,6,CL
5190,1125,0.4,Ideal,H,VVS2,62.4,57.0,104.04,0.8,260.1,5,3,1,2,7,N-CL
5191,749,0.31,Ideal,F,VS2,62.2,56.0,83.45,0.7,269.19,3,5,1,2,6,CL
5192,1654,0.5,Ideal,F,VS2,61.6,53.0,132.91,0.8,265.82,3,5,1,3,3,CL
5193,3360,1.0,Very Good,I,SI1,59.3,63.0,272.93,0.8,272.93,6,6,3,6,13,N-CL
5194,13746,2.15,Premium,J,SI1,62.4,60.0,551.36,0.7,256.45,7,6,2,11,10,N-CL
5195,5158,1.23,Ideal,J,SI2,62.4,58.0,319.53,1.0,259.78,7,7,1,8,8,N-CL
5196,6999,1.01,Ideal,D,VS2,59.8,56.0,275.89,0.5,273.16,1,5,1,7,6,CL
5197,3167,0.7,Ideal,H,IF,62.2,55.0,185.19,0.5,264.56,5,1,1,4,5,N-CL
5198,2663,0.76,Very Good,H,SI1,61.6,58.0,205.38,0.5,270.24,5,6,3,5,8,N-CL
