,price,carat,cut,color,clarity,depth,table,volume,L/W_ratio,V/W_Ratio,T/D_ratio
4280,10497,1.69,Very Good,I,SI1,61.8,60.0,438.97,0.4,259.75,0.970873786407767
4281,2517,0.8,Ideal,G,SI2,62.0,56.0,209.58,1.0,261.98,0.9032258064516129
4282,4260,1.01,Premium,G,SI1,59.2,59.0,282.29,0.9,279.5,0.9966216216216216
4283,1743,0.52,Ideal,E,VS2,62.4,57.0,134.74,0.4,259.12,0.9134615384615384
4284,530,0.23,Very Good,E,VVS2,60.9,59.0,63.04,0.8,274.09,0.9688013136288999
4285,765,0.34,Ideal,G,VS2,61.5,56.0,89.91,0.7,264.44,0.9105691056910569
4286,8749,1.55,Premium,J,VS1,62.6,59.0,399.77,0.7,257.92,0.9424920127795527
4287,552,0.3,Very Good,D,SI1,62.6,56.0,78.03,1.2,260.1,0.8945686900958466
4288,734,0.3,Ideal,G,VVS1,60.6,57.0,83.64,0.5,278.8,0.9405940594059405
4289,6429,1.29,Premium,I,SI1,61.8,59.0,338.61,0.4,262.49,0.9546925566343043
4290,1729,0.56,Ideal,F,VS2,62.3,55.0,148.31,0.8,264.84,0.882825040128411
4291,7677,1.02,Premium,F,VS1,62.8,58.0,263.78,0.6,258.61,0.9235668789808917
4292,1865,0.5,Ideal,G,VVS1,61.8,54.0,136.59,0.6,273.18,0.8737864077669903
4293,6290,1.04,Ideal,G,VS2,61.8,56.0,272.1,0.5,261.63,0.9061488673139159
4294,788,0.35,Premium,H,VS1,61.3,59.0,94.2,0.7,269.14,0.9624796084828712
4295,1139,0.46,Premium,F,VS1,63.0,57.0,113.11,2.8,245.89,0.9047619047619048
4296,2462,0.72,Very Good,H,VS2,61.4,57.0,192.76,0.7,267.72,0.9283387622149837
4297,1323,0.4,Premium,D,VVS2,62.2,54.0,107.62,0.4,269.05,0.8681672025723473
4298,5029,1.22,Very Good,J,SI1,62.2,59.0,313.04,0.4,256.59,0.9485530546623794
4299,1242,0.53,Good,H,SI1,63.9,55.0,137.12,1.0,258.72,0.8607198748043818
4300,4561,1.1,Very Good,H,SI2,59.8,60.0,307.08,1.0,279.16,1.0033444816053512
4301,2568,0.58,Very Good,E,VVS1,59.4,63.0,153.4,1.8,264.48,1.0606060606060606
4302,5072,1.05,Very Good,H,SI1,63.2,59.0,266.66,1.1,253.96,0.9335443037974683
4303,1084,0.49,Premium,E,SI1,61.5,58.0,130.07,0.4,265.45,0.943089430894309
4304,631,0.33,Ideal,D,SI2,62.9,56.0,86.16,0.5,261.09,0.890302066772655
4305,1436,0.5,Good,F,VS2,63.6,57.0,129.3,0.8,258.6,0.8962264150943396
4306,9251,1.16,Ideal,G,VVS2,62.2,56.0,304.36,0.6,262.38,0.9003215434083601
4307,737,0.4,Very Good,F,SI1,62.7,57.0,103.38,0.4,258.45,0.9090909090909091
4308,861,0.41,Very Good,G,SI1,63.4,57.0,104.49,0.6,254.85,0.8990536277602524
4309,2188,0.63,Good,F,VS1,61.6,60.7,166.37,1.1,264.08,0.9853896103896104
4310,625,0.31,Ideal,F,VS2,62.3,55.0,83.45,0.7,269.19,0.882825040128411
4311,4742,1.08,Good,E,SI2,63.7,57.0,275.47,0.8,255.06,0.8948194662480377
4312,838,0.33,Ideal,G,VVS1,61.6,55.0,89.11,0.2,270.03,0.8928571428571428
4313,2123,0.54,Ideal,G,VVS1,62.2,56.0,141.69,0.4,262.39,0.9003215434083601
4314,9085,1.31,Premium,G,VS2,61.3,58.0,346.44,0.6,264.46,0.9461663947797717
4315,608,0.3,Very Good,I,VS1,63.4,54.0,79.51,0.7,265.03,0.8517350157728707
4316,994,0.4,Ideal,F,VVS2,60.4,56.0,111.28,0.6,278.2,0.9271523178807948
4317,1577,0.49,Premium,E,VS1,58.1,62.0,136.85,1.3,279.29,1.0671256454388984
4318,5787,1.21,Good,E,SI2,64.0,62.0,288.8,0.9,238.68,0.96875
4319,419,0.24,Very Good,E,VS1,62.4,59.0,62.41,1.0,260.04,0.9455128205128205
4320,1257,0.33,Ideal,D,VVS1,60.5,56.0,92.34,0.7,279.82,0.9256198347107438
4321,798,0.4,Premium,E,SI2,58.7,59.0,110.13,0.8,275.32,1.0051107325383304
4322,3447,0.9,Very Good,H,SI1,58.7,59.0,254.03,0.8,282.26,1.0051107325383304
4323,501,0.3,Ideal,H,VS2,61.0,56.0,82.69,0.9,275.63,0.9180327868852459
4324,2265,0.72,Ideal,I,VS1,62.3,55.0,187.46,1.7,260.36,0.882825040128411
4325,2661,0.73,Ideal,E,SI1,60.1,56.0,203.64,0.7,278.96,0.9317803660565723
4326,2275,0.77,Premium,I,VS2,61.6,58.0,210.29,0.7,273.1,0.9415584415584415
4327,9720,1.26,Premium,D,VS2,62.5,59.0,324.23,0.9,257.33,0.944
4328,18736,2.01,Ideal,G,SI1,62.1,57.0,528.17,0.2,262.77,0.9178743961352657
4329,648,0.32,Very Good,I,VS1,63.2,54.0,84.8,0.9,265.0,0.8544303797468354
4330,2362,0.71,Premium,I,VS2,62.9,60.0,178.77,0.7,251.79,0.9538950715421304
4331,772,0.4,Premium,D,SI1,61.3,60.0,106.27,0.8,265.67,0.9787928221859706
4332,4709,0.9,Very Good,E,VS2,60.6,60.0,241.38,2.1,268.2,0.9900990099009901
4333,909,0.41,Ideal,F,SI1,60.5,56.0,112.68,0.6,274.83,0.9256198347107438
4334,6321,1.17,Ideal,G,VS2,62.2,57.0,304.82,0.4,260.53,0.9163987138263665
4335,8590,1.04,Ideal,G,VVS2,62.5,55.0,273.35,0.9,262.84,0.88
4336,9286,1.02,Ideal,G,VVS2,61.8,56.0,267.92,0.6,262.67,0.9061488673139159
4337,878,0.3,Premium,H,VVS1,62.0,59.0,77.85,0.7,259.5,0.9516129032258065
4338,5498,1.03,Very Good,D,SI1,62.6,58.0,271.25,0.8,263.35,0.926517571884984
4339,7832,1.57,Very Good,J,VS2,60.2,59.0,436.08,1.1,277.76,0.9800664451827242
4340,851,0.35,Good,E,VS1,59.4,55.0,98.18,0.4,280.51,0.9259259259259259
4341,801,0.33,Very Good,F,VVS2,61.6,57.0,88.32,0.5,267.64,0.9253246753246753
4342,1338,0.52,Very Good,G,SI1,63.3,55.0,131.09,0.6,252.1,0.8688783570300158
4343,1431,0.41,Premium,E,VVS1,62.2,58.0,107.62,0.4,262.49,0.932475884244373
4344,891,0.31,Ideal,G,IF,61.6,55.0,84.22,0.5,271.68,0.8928571428571428
4345,10539,1.33,Ideal,G,VS1,62.0,55.0,355.89,0.7,267.59,0.8870967741935484
4346,8759,1.21,Ideal,G,VS1,62.7,54.0,316.75,0.6,261.78,0.8612440191387559
4347,1852,0.51,Ideal,G,VS1,61.8,56.0,135.26,1.0,265.22,0.9061488673139159
4348,776,0.3,Ideal,F,VS2,62.9,57.0,78.22,0.5,260.73,0.9062003179650239
4349,685,0.38,Ideal,E,SI1,62.1,55.0,101.19,0.6,266.29,0.8856682769726247
4350,1013,0.36,Premium,E,VS2,60.3,62.0,95.44,0.7,265.11,1.0281923714759535
4351,732,0.31,Premium,D,SI1,61.7,59.0,80.81,0.9,260.68,0.9562398703403565
4352,1323,0.4,Premium,D,VVS2,60.7,60.0,107.4,0.8,268.5,0.9884678747940692
4353,2401,0.72,Ideal,E,SI2,61.3,55.0,196.11,1.6,272.38,0.8972267536704731
4354,2950,0.81,Very Good,I,VS1,62.7,58.0,209.58,1.0,258.74,0.9250398724082934
4355,6288,1.09,Ideal,H,VS2,61.3,56.0,288.8,0.9,264.95,0.9135399673735727
4356,8342,1.51,Ideal,I,SI1,61.1,59.0,401.95,0.4,266.19,0.9656301145662848
4357,1294,0.47,Good,E,VS2,58.4,60.3,135.78,1.8,288.89,1.0325342465753424
4358,666,0.33,Ideal,H,VVS2,60.9,57.0,91.53,0.9,277.36,0.9359605911330049
4359,2607,0.76,Ideal,F,SI1,60.1,57.0,213.49,0.7,280.91,0.9484193011647254
4360,3183,0.73,Ideal,G,VVS2,61.9,56.0,193.76,1.2,265.42,0.9046849757673667
4361,658,0.3,Premium,E,VS2,61.8,58.0,81.93,1.2,273.1,0.9385113268608415
4362,9740,1.0,Very Good,D,VVS2,59.9,61.0,271.24,1.2,271.24,1.018363939899833
4363,5723,1.46,Fair,H,SI2,56.3,60.0,433.79,0.8,297.12,1.0657193605683837
4364,7253,1.02,Very Good,E,VS1,58.9,59.0,288.33,2.0,282.68,1.00169779286927
4365,1080,0.48,Very Good,J,SI2,62.3,63.0,123.5,1.2,257.29,1.0112359550561798
4366,3871,1.2,Premium,E,I1,62.3,60.0,305.26,1.0,254.38,0.9630818619582665
4367,14032,1.08,Ideal,E,VVS1,61.7,55.0,290.12,0.5,268.63,0.8914100486223663
4368,3299,0.71,Ideal,G,VS2,61.8,56.0,185.84,0.7,261.75,0.9061488673139159
4369,970,0.44,Very Good,E,SI1,63.4,57.0,112.21,0.8,255.02,0.8990536277602524
4370,606,0.3,Ideal,D,VS2,61.8,55.0,81.75,0.7,272.5,0.8899676375404532
4371,776,0.3,Premium,H,VVS2,62.1,52.0,79.32,0.5,264.4,0.8373590982286634
4372,4004,1.0,Very Good,E,SI2,59.5,63.0,268.33,0.9,268.33,1.0588235294117647
4373,8835,1.64,Premium,E,SI2,61.9,61.0,425.26,0.4,259.3,0.9854604200323102
4374,608,0.3,Premium,H,VS2,62.2,59.0,78.95,0.7,263.17,0.9485530546623794
4375,8794,1.51,Ideal,G,SI2,60.5,55.0,400.86,0.5,265.47,0.9090909090909091
4376,881,0.34,Premium,D,VS2,59.3,59.0,95.02,0.9,279.47,0.9949409780775718
4377,1991,0.55,Ideal,G,VS1,60.9,55.0,153.99,0.6,279.98,0.90311986863711
4378,671,0.31,Ideal,H,VVS1,61.2,58.0,83.45,0.7,269.19,0.9477124183006536
4379,1593,0.55,Ideal,I,VVS1,62.7,57.0,141.41,1.2,257.11,0.9090909090909091
4380,6405,1.33,Premium,H,SI2,62.8,52.0,356.38,1.3,267.95,0.8280254777070064
4381,2371,0.8,Premium,F,SI2,58.5,62.0,222.54,0.5,278.17,1.0598290598290598
4382,5619,1.01,Very Good,D,SI1,61.1,58.0,273.78,0.8,271.07,0.9492635024549918
4383,7037,1.02,Ideal,F,VS2,62.8,57.0,259.28,0.8,254.2,0.9076433121019108
4384,765,0.34,Premium,I,VVS2,61.5,60.0,88.91,0.9,261.5,0.975609756097561
4385,907,0.31,Ideal,G,VVS2,62.1,56.0,78.95,1.4,254.68,0.9017713365539453
4386,6289,1.23,Ideal,D,SI2,62.4,56.0,321.41,0.9,261.31,0.8974358974358975
4387,6300,1.32,Very Good,I,SI2,61.2,58.0,354.89,0.8,268.86,0.9477124183006536
4388,5826,1.01,Premium,H,VS1,62.1,62.0,254.03,0.6,251.51,0.998389694041868
4389,5851,1.15,Premium,G,SI1,62.2,56.0,301.65,1.2,262.3,0.9003215434083601
4390,1187,0.41,Ideal,E,VVS2,61.6,56.0,110.13,0.4,268.61,0.9090909090909091
4391,1082,0.37,Premium,E,VVS2,59.7,61.0,102.72,0.8,277.62,1.0217755443886096
4392,1040,0.42,Premium,E,VS1,62.3,57.0,111.28,0.6,264.95,0.9149277688603532
4393,6421,1.22,Very Good,G,SI1,63.4,56.0,310.29,0.4,254.34,0.8832807570977919
4394,2772,0.58,Ideal,F,VVS1,61.7,56.0,153.7,0.8,265.0,0.9076175040518638
4395,951,0.4,Ideal,E,VS1,62.4,54.0,106.72,0.4,266.8,0.8653846153846154
4396,7131,0.91,Very Good,E,VVS2,61.1,61.0,239.87,0.6,263.59,0.9983633387888707
4397,8074,1.51,Premium,H,SI2,62.8,60.0,378.45,0.6,250.63,0.9554140127388535
4398,2255,0.73,Ideal,F,SI2,61.5,55.0,198.15,1.0,271.44,0.8943089430894309
4399,1678,0.51,Ideal,D,VS2,62.2,58.0,133.69,0.4,262.14,0.932475884244373
4400,2923,0.72,Very Good,E,VS2,63.0,57.0,186.82,0.7,259.47,0.9047619047619048
4401,1989,0.61,Very Good,F,VS2,61.8,56.0,161.58,0.7,264.89,0.9061488673139159
4402,648,0.32,Premium,I,VS1,61.0,60.0,87.33,1.1,272.91,0.9836065573770492
4403,3423,0.91,Good,F,SI1,64.0,57.0,231.46,1.5,254.35,0.890625
4404,544,0.31,Ideal,H,VS1,62.4,55.0,82.31,0.7,265.52,0.8814102564102564
4405,672,0.32,Very Good,H,VVS1,61.2,57.0,85.76,0.7,268.0,0.9313725490196078
4406,1265,0.59,Ideal,F,SI2,61.8,55.0,160.1,0.6,271.36,0.8899676375404532
4407,523,0.31,Premium,I,SI1,61.5,59.0,82.69,0.5,266.74,0.959349593495935
4408,891,0.31,Ideal,G,IF,62.1,54.0,84.22,0.5,271.68,0.8695652173913043
4409,15134,2.01,Premium,F,SI1,63.0,59.0,497.39,1.3,247.46,0.9365079365079365
4410,3368,0.9,Very Good,F,SI2,62.6,56.0,233.36,0.7,259.29,0.8945686900958466
4411,1665,0.52,Ideal,G,VS1,61.7,57.0,138.46,0.4,266.27,0.9238249594813613
4412,1413,0.51,Ideal,E,VS2,60.8,56.0,140.61,0.6,275.71,0.9210526315789475
4413,537,0.36,Premium,D,SI2,60.0,58.0,97.76,0.9,271.56,0.9666666666666667
4414,2757,0.72,Good,D,SI1,63.1,55.0,188.13,1.1,261.29,0.8716323296354992
4415,780,0.33,Ideal,D,SI1,61.3,56.0,87.92,0.4,266.42,0.9135399673735727
4416,1372,0.46,Premium,E,VS1,61.9,58.0,119.82,0.6,260.48,0.9369951534733442
4417,1122,0.51,Very Good,G,SI1,63.4,56.0,130.83,1.4,256.53,0.8832807570977919
4418,753,0.41,Very Good,E,SI1,59.3,59.0,116.21,0.6,283.44,0.9949409780775718
4419,1659,0.61,Very Good,G,SI1,62.0,58.0,163.07,0.9,267.33,0.9354838709677419
4420,805,0.34,Ideal,D,VS2,62.5,57.0,87.92,1.6,258.59,0.912
4421,4455,1.04,Premium,G,SI2,62.6,58.0,267.49,1.1,257.2,0.926517571884984
4422,7256,1.23,Ideal,I,VVS2,62.5,57.0,320.48,0.7,260.55,0.912
4423,6987,1.1,Very Good,F,VS2,61.1,57.0,299.41,0.9,272.19,0.9328968903436988
4424,1010,0.37,Premium,G,VVS2,62.2,58.0,95.65,0.9,258.51,0.932475884244373
4425,2098,0.71,Very Good,I,SI1,62.0,56.0,186.17,0.5,262.21,0.9032258064516129
4426,6539,1.03,Very Good,G,VS1,62.2,57.0,268.75,0.8,260.92,0.9163987138263665
4427,5174,1.2,Premium,H,VVS2,60.0,60.0,315.34,1.2,262.78,1.0
4428,10357,1.63,Ideal,E,SI2,61.7,57.0,426.39,0.5,261.59,0.9238249594813613
4429,5572,1.0,Premium,H,VS2,59.4,61.0,271.67,0.8,271.67,1.026936026936027
4430,4989,1.01,Good,F,SI1,57.8,58.0,289.67,0.8,286.8,1.0034602076124568
4431,1675,0.7,Good,I,SI2,63.5,56.0,177.19,0.7,253.13,0.8818897637795275
4432,2553,0.7,Very Good,E,VS2,62.8,57.0,182.61,0.4,260.87,0.9076433121019108
4433,427,0.28,Very Good,G,VS2,62.0,56.0,73.03,0.7,260.82,0.9032258064516129
4434,18480,2.1,Very Good,H,SI1,62.9,57.0,544.66,0.9,259.36,0.9062003179650239
4435,5226,1.1,Ideal,G,SI1,62.3,56.0,287.49,0.9,261.35,0.8988764044943821
4436,977,0.4,Very Good,D,VVS2,58.4,60.0,112.68,0.6,281.7,1.0273972602739727
4437,12336,1.51,Premium,H,VVS1,60.6,60.0,406.32,0.3,269.09,0.9900990099009901
4438,899,0.41,Premium,G,VS1,62.1,60.0,107.84,1.3,263.02,0.966183574879227
4439,1917,0.81,Premium,J,SI1,61.4,60.0,211.0,0.7,260.49,0.9771986970684039
4440,4784,1.09,Ideal,H,SI1,62.4,55.0,294.06,1.4,269.78,0.8814102564102564
4441,1882,0.51,Ideal,D,VS2,61.8,55.0,137.39,0.6,269.39,0.8899676375404532
4442,675,0.3,Premium,G,VS2,61.6,60.0,79.32,1.2,264.4,0.974025974025974
4443,526,0.3,Good,H,VS1,63.9,55.0,78.04,0.5,260.13,0.8607198748043818
4444,687,0.31,Ideal,G,VVS2,62.1,54.0,85.18,0.7,274.77,0.8695652173913043
4445,7015,1.04,Ideal,F,VS1,61.4,57.0,280.15,0.8,269.37,0.9283387622149837
4446,3704,0.9,Premium,F,SI2,62.3,57.0,233.74,0.5,259.71,0.9149277688603532
4447,4188,0.87,Ideal,F,SI1,61.7,56.0,228.47,0.3,262.61,0.9076175040518638
4448,1317,0.54,Very Good,I,VS2,62.3,56.0,140.87,1.0,260.87,0.8988764044943821
4449,7481,1.03,Ideal,G,VS1,61.4,55.0,277.17,0.5,269.1,0.8957654723127036
4450,2657,0.8,Ideal,G,SI2,63.0,56.0,203.64,0.9,254.55,0.8888888888888888
4451,1388,0.56,Ideal,H,VS2,60.9,57.0,152.84,0.8,272.93,0.9359605911330049
4452,10468,1.53,Very Good,H,SI1,61.0,61.0,410.72,0.7,268.44,1.0
4453,3984,0.93,Premium,E,SI2,62.9,57.0,239.48,1.0,257.51,0.9062003179650239
4454,4546,0.93,Ideal,G,SI1,62.0,56.0,243.75,0.6,262.1,0.9032258064516129
4455,6176,1.01,Good,D,VS2,64.0,58.0,245.31,1.0,242.88,0.90625
4456,394,0.26,Ideal,G,SI1,62.0,55.0,68.92,0.7,265.08,0.8870967741935484
4457,2306,0.71,Ideal,I,VS1,62.1,56.0,185.84,0.7,261.75,0.9017713365539453
4458,1838,0.59,Very Good,E,VS2,59.9,56.0,164.56,0.5,278.92,0.9348914858096828
4459,6732,1.02,Ideal,E,VS2,62.7,56.0,264.6,0.9,259.41,0.8931419457735247
4460,765,0.34,Premium,G,VS2,61.2,58.0,89.51,0.9,263.26,0.9477124183006536
4461,1363,0.55,Ideal,D,SI2,60.9,57.0,147.2,0.6,267.64,0.9359605911330049
4462,6353,1.01,Fair,G,VS1,64.6,60.0,245.28,1.9,242.85,0.9287925696594428
4463,700,0.38,Ideal,E,SI1,61.9,55.0,102.5,1.3,269.74,0.8885298869143781
4464,1240,0.5,Premium,E,SI2,61.4,58.0,132.39,0.4,264.78,0.9446254071661238
4465,4529,0.96,Premium,H,VS2,61.7,55.0,253.23,0.8,263.78,0.8914100486223663
4466,18286,2.03,Premium,D,SI2,62.4,59.0,511.99,0.7,252.21,0.9455128205128205
4467,16778,2.01,Premium,I,VS2,60.5,60.0,542.67,0.2,269.99,0.9917355371900827
4468,1220,0.51,Premium,G,SI1,62.4,58.0,133.43,1.2,261.63,0.9294871794871795
4469,2192,0.7,Good,E,SI2,63.7,61.0,178.13,0.7,254.47,0.9576138147566718
4470,1179,0.42,Ideal,G,VVS1,61.6,55.0,113.38,0.6,269.95,0.8928571428571428
4471,1662,0.54,Ideal,F,VS2,62.3,56.0,139.8,0.6,258.89,0.8988764044943821
4472,1576,0.52,Premium,E,VS2,62.5,60.0,134.74,0.8,259.12,0.96
4473,5337,1.03,Ideal,G,SI1,62.5,57.0,269.57,1.4,261.72,0.912
4474,3999,1.01,Premium,H,SI2,59.4,59.0,281.01,0.5,278.23,0.9932659932659933
4475,561,0.32,Ideal,H,VS1,61.5,57.0,85.96,0.5,268.62,0.926829268292683
4476,11021,1.2,Premium,F,VVS2,62.2,58.0,313.96,0.7,261.63,0.932475884244373
4477,945,0.4,Ideal,E,SI1,62.0,57.0,107.4,0.8,268.5,0.9193548387096774
4478,1367,0.41,Premium,E,VVS1,60.7,58.0,113.37,1.3,276.51,0.9555189456342669
4479,631,0.33,Ideal,D,SI2,62.4,57.0,85.18,0.7,258.12,0.9134615384615384
4480,819,0.4,Ideal,G,VS1,62.3,57.0,104.71,1.1,261.77,0.9149277688603532
4481,666,0.4,Good,D,SI2,63.4,56.0,104.48,1.3,261.2,0.8832807570977919
4482,16601,1.53,Premium,G,VVS1,60.6,58.0,415.71,0.5,271.71,0.957095709570957
4483,3887,0.91,Very Good,H,VS2,61.6,60.0,238.71,0.3,262.32,0.974025974025974
4484,3898,0.9,Good,F,SI1,62.4,55.0,237.94,0.6,264.38,0.8814102564102564
4485,3754,1.02,Premium,F,SI2,62.5,58.0,265.01,1.1,259.81,0.928
4486,2016,0.5,Ideal,F,VVS2,59.9,58.0,137.39,0.6,274.78,0.9682804674457429
4487,640,0.3,Very Good,E,VS1,63.8,59.0,74.97,0.2,249.9,0.9247648902821317
4488,11921,1.7,Good,I,VS1,58.0,60.0,486.82,0.5,286.36,1.0344827586206897
4489,10733,1.64,Ideal,F,SI2,61.4,57.0,434.94,0.5,265.21,0.9283387622149837
4490,3993,0.74,Very Good,E,VVS1,63.5,58.0,189.11,1.0,255.55,0.9133858267716536
4491,1273,0.46,Very Good,F,VS2,59.6,58.2,127.76,1.4,277.74,0.9765100671140939
4492,13553,1.5,Fair,G,VVS2,64.8,56.0,363.99,0.8,242.66,0.8641975308641976
4493,1656,0.51,Very Good,G,VS1,62.9,58.0,131.35,1.0,257.55,0.9220985691573927
4494,10913,2.0,Fair,H,SI2,67.9,55.0,440.69,1.2,220.34,0.8100147275405006
4495,5918,1.02,Premium,D,SI1,60.6,59.0,273.35,0.9,267.99,0.9735973597359736
4496,2141,0.71,Very Good,I,SI1,58.9,59.0,197.13,1.0,277.65,1.00169779286927
4497,4899,1.01,Premium,F,SI1,62.5,58.0,263.37,0.5,260.76,0.928
4498,829,0.35,Premium,D,VS2,59.7,58.0,97.12,0.9,277.49,0.9715242881072026
4499,6589,1.04,Ideal,G,VS2,62.5,57.0,272.1,0.5,261.63,0.912
4500,766,0.38,Premium,H,VS1,61.6,58.0,102.72,1.1,270.32,0.9415584415584415
4501,2289,0.74,Ideal,H,SI2,61.4,56.0,197.13,1.0,266.39,0.9120521172638437
4502,518,0.27,Very Good,E,VS1,61.8,55.0,74.09,0.7,274.41,0.8899676375404532
4503,1066,0.32,Ideal,D,VS2,61.7,55.0,85.76,0.7,268.0,0.8914100486223663
4504,419,0.24,Ideal,F,VS1,61.3,56.0,64.96,0.8,270.67,0.9135399673735727
4505,3734,1.13,Premium,I,SI2,62.1,60.0,298.96,1.2,264.57,0.966183574879227
4506,5550,1.11,Premium,H,VS2,62.4,58.0,288.77,1.8,260.15,0.9294871794871795
4507,1759,0.57,Ideal,H,VS2,61.5,57.0,154.85,0.6,271.67,0.926829268292683
4508,944,0.37,Premium,G,VS2,59.7,61.0,102.5,1.3,277.03,1.0217755443886096
4509,3181,0.91,Very Good,J,SI2,62.0,56.0,239.86,0.8,263.58,0.9032258064516129
4510,505,0.32,Premium,H,VS2,61.7,59.0,84.22,1.1,263.19,0.9562398703403565
4511,552,0.37,Ideal,H,SI1,62.1,56.0,97.76,0.2,264.22,0.9017713365539453
4512,3243,0.81,Very Good,E,SI1,61.9,58.0,210.99,0.8,260.48,0.9369951534733442
4513,12094,2.02,Very Good,G,SI2,63.1,57.0,508.8,0.5,251.88,0.9033280507131537
4514,6787,1.01,Very Good,E,VS2,63.4,60.0,253.63,0.9,251.12,0.9463722397476341
4515,671,0.41,Very Good,G,SI1,62.8,58.0,106.05,0.4,258.66,0.9235668789808917
4516,3643,0.81,Very Good,E,SI1,61.9,60.0,207.81,1.4,256.56,0.9693053311793215
4517,1105,0.45,Very Good,G,VVS2,61.4,61.0,119.82,1.2,266.27,0.993485342019544
4518,4368,1.04,Premium,H,SI2,58.6,60.0,293.19,0.6,281.91,1.023890784982935
4519,13206,2.08,Very Good,H,SI2,63.4,59.0,515.84,0.7,248.0,0.9305993690851735
4520,4375,1.02,Ideal,H,SI2,60.5,57.0,278.87,0.6,273.4,0.9421487603305785
4521,1356,0.41,Ideal,F,VVS1,61.8,57.0,108.07,0.8,263.59,0.9223300970873787
4522,1436,0.58,Ideal,D,SI2,61.2,57.0,157.46,0.6,271.48,0.9313725490196078
4523,4319,1.02,Ideal,H,SI2,60.7,57.0,278.44,0.5,272.98,0.9390444810543657
4524,7815,1.13,Very Good,G,VS1,60.7,57.0,301.66,0.6,266.96,0.9390444810543657
4525,1235,0.5,Good,D,SI1,63.7,57.0,122.26,1.4,244.52,0.8948194662480377
4526,13956,2.08,Good,I,SI2,63.8,58.0,526.19,1.0,252.98,0.9090909090909092
4527,7559,1.52,Premium,H,SI1,62.0,60.0,390.07,1.1,256.62,0.967741935483871
4528,10887,2.01,Fair,G,SI2,65.9,57.0,475.15,0.9,236.39,0.8649468892261001
4529,11037,1.87,Premium,H,SI2,62.5,58.0,479.43,0.6,256.38,0.928
4530,1569,0.51,Premium,D,SI1,60.3,59.0,141.69,0.4,277.82,0.9784411276948591
4531,2098,1.0,Good,F,I1,63.9,59.0,241.02,1.1,241.02,0.9233176838810642
4532,11365,1.03,Ideal,F,IF,61.3,56.0,280.15,0.3,271.99,0.9135399673735727
4533,6236,1.31,Premium,H,SI2,61.4,60.0,344.96,0.6,263.33,0.9771986970684039
4534,2906,0.8,Ideal,I,VS1,62.2,58.0,209.58,0.5,261.98,0.932475884244373
4535,1446,0.5,Fair,F,VS1,56.4,62.0,144.69,1.7,289.38,1.099290780141844
4536,2487,0.7,Ideal,I,VVS2,61.6,56.5,184.86,1.2,264.09,0.9172077922077921
4537,630,0.35,Ideal,I,VS2,59.8,57.0,96.91,0.2,276.89,0.9531772575250836
4538,540,0.3,Premium,H,SI1,61.3,58.0,79.69,0.9,265.63,0.9461663947797717
4539,1192,0.41,Ideal,F,VVS2,62.5,56.0,105.82,0.6,258.1,0.896
4540,504,0.29,Very Good,E,VS1,61.8,59.0,76.76,1.4,264.69,0.9546925566343043
4541,408,0.31,Very Good,G,SI2,63.0,57.0,81.75,0.7,263.71,0.9047619047619048
4542,2622,0.56,Ideal,E,VVS2,62.1,57.0,147.75,0.8,263.84,0.9178743961352657
4543,4011,1.01,Good,F,SI2,58.3,60.0,294.52,0.3,291.6,1.0291595197255574
4544,1232,0.56,Premium,J,VS2,60.9,60.0,148.03,1.1,264.34,0.9852216748768473
4545,2234,0.7,Premium,I,VS1,62.9,61.0,178.14,0.4,254.49,0.9697933227344993
4546,5112,0.99,Very Good,F,SI1,62.5,58.0,258.88,0.3,261.49,0.928
4547,1385,0.54,Ideal,F,SI1,62.1,57.0,143.33,0.4,265.43,0.9178743961352657
4548,1809,0.58,Ideal,E,VS2,62.3,54.0,157.75,0.7,271.98,0.8667736757624398
4549,754,0.31,Very Good,F,VVS2,62.0,56.0,84.03,0.7,271.06,0.9032258064516129
4550,2612,0.72,Very Good,D,SI2,62.3,59.0,186.16,1.1,258.56,0.9470304975922954
4551,911,0.3,Premium,D,VS2,60.7,60.0,81.93,0.9,273.1,0.9884678747940692
4552,2948,0.9,Ideal,I,SI2,62.0,56.0,235.26,0.6,261.4,0.9032258064516129
4553,15887,1.55,Ideal,D,VS2,62.1,59.0,398.69,0.4,257.22,0.9500805152979066
4554,6951,1.01,Ideal,G,VS1,62.7,56.0,258.06,0.8,255.5,0.8931419457735247
4555,2728,0.73,Ideal,E,SI1,61.8,56.0,194.77,0.7,266.81,0.9061488673139159
4556,8294,1.21,Premium,H,IF,62.2,58.0,317.21,0.4,262.16,0.932475884244373
4557,1124,0.53,Very Good,J,VS2,62.4,58.0,141.41,1.7,266.81,0.9294871794871795
4558,3777,0.73,Ideal,G,VVS2,62.4,57.0,191.42,1.4,262.22,0.9134615384615384
4559,842,0.4,Ideal,F,VS2,62.0,57.0,105.15,1.3,262.88,0.9193548387096774
4560,2925,1.2,Premium,I,I1,60.5,58.0,318.12,1.6,265.1,0.9586776859504132
4561,2316,0.7,Very Good,I,VS2,60.1,57.0,196.12,0.5,280.17,0.9484193011647254
4562,863,0.3,Ideal,G,IF,61.8,55.0,82.12,0.9,273.73,0.8899676375404532
4563,552,0.27,Very Good,F,VVS2,61.3,62.0,73.21,1.2,271.15,1.0114192495921697
